,pat_id,asd,dice,hd,jc,vol_gt,vol_pred
24,Escapena1_30-011_4.nii.gz,0.5719605818069075,0.6805194805194805,1.4142135623730951,0.515748031496063,0.03203746528016236,0.025331949291291168
25,Escapena1_30-012_3.nii.gz,1.075788002817758,0.6238030095759234,2.23606797749979,0.4532803180914513,0.036954843672001234,0.0719725382805508
26,Escapena1_40-014_4.nii.gz,5.248091779578283,0.30256410256410254,10.310165228527481,0.1782477341389728,0.039003464169272424,0.0510045300675101
27,Interrsect_01-009_3.nii.gz,0.5475189209131875,0.34523809523809523,2.23606797749979,0.20863309352517986,0.010431671142578125,0.005077362060546875
28,Interrsect_01-033_4.nii.gz,0.39683781608502533,0.6582914572864321,1.7588457268119804,0.49063670411985016,0.02123260498046875,0.015509033203125
29,Interrsect_01-055_4.nii.gz,0.623199282693592,0.5923344947735192,2.035410196624963,0.4207920792079208,0.012831878662109376,0.0136627197265625
30,Interrsect_01-073_3.nii.gz,0.49074074074074076,0.5468354430379747,2.8284271247461903,0.37630662020905925,0.02344818115234375,0.013016510009765624
31,Interrsect_01-104_3.nii.gz,0.21819276175597263,0.5439330543933054,3.96124860801609,0.3735632183908046,0.0305085010149479,0.013682600455188754
32,Interrsect_01-220_3.nii.gz,NA,NA,NA,NA,NA,NA
33,Interrsect_01-231_3.nii.gz,0.47126903958192323,0.7093425605536332,1.4142135623730951,0.5495978552278821,0.04023341634893992,0.03266600261559699
34,Interrsect_01-263_4.nii.gz,0.5392837100659194,0.6666666666666666,1.4142135623730951,0.5,0.014630333217796334,0.01828791652224542
35,Interrsect_01-311_3.nii.gz,0.5580982117543809,0.7470817120622568,1.4142135623730951,0.5962732919254659,0.02699044231558979,0.03783706866671466
36,Prove-It-01-070_4.nii.gz,0.44936708860759494,0.637137989778535,2.23606797749979,0.4675,0.043386505404499474,0.030648025620038873
37,Prove-It-01-128_4.nii.gz,0.9106131982582458,0.5840130505709625,3.0,0.41244239631336405,0.04855757145561714,0.02875617218670314
38,Prove-It-01-174_4.nii.gz,0.5688253383735834,0.6244725738396625,1.4142135623730951,0.4539877300613497,0.013873591844462041,0.016017692402242538
39,Prove-It-01-190_3.nii.gz,3.577739850468776,0.302945301542777,7.54983443527075,0.17851239669421487,0.03591999052093445,0.10796176926235916
40,Prove-It-01-194_3.nii.gz,0.9199732909035677,0.6222222222222222,2.449489742783178,0.45161290322580644,0.019423028582246857,0.02598145381781073
41,Prove-It-01-198_3.nii.gz,0.5231936730310314,0.7368421052631579,1.4142135623730951,0.5833333333333334,0.02598145381781073,0.026738195191145023
42,Prove-It-01-276_3.nii.gz,0.31926082654351795,0.7475149105367793,1.4142135623730951,0.5968253968253968,0.0346839796111551,0.02875617218670314
43,Prove-It-01-434_3.nii.gz,0.7501404881154387,0.3155339805825243,7.0710678118654755,0.1873198847262248,0.0871513814956661,0.01677443377557683
44,Prove-It-02-021_3.nii.gz,0.3630601937481871,0.752906976744186,1.7320508075688772,0.6037296037296037,0.05766743750429224,0.0448524513922273
45,qc11_da_3.nii.gz,0.0,0.022598870056497175,9.1104335791443,0.011428571428571429,0.04414324677783377,0.0005044942488895287
46,qc17_msk_3.nii.gz,0.7074070926039624,0.6502732240437158,2.23606797749979,0.4817813765182186,0.023332859011140704,0.022828364762251176
47,qc17_msk_4.nii.gz,0.3018867924528302,0.7523510971786834,1.4142135623730951,0.6030150753768844,0.023585106135585468,0.016648310213354448
48,qc18_mm_3.nii.gz,0.2941582358404381,0.7942973523421588,1.0,0.6587837837837838,0.033674991113376046,0.02825167793781361
49,qc20_sdd_3.nii.gz,0.5398980134200019,0.7828746177370031,1.4142135623730951,0.6432160804020101,0.06507975810674921,0.05864745643340772
50,qc21_tll_4.nii.gz,0.3254927400423769,0.8067796610169492,1.0,0.6761363636363636,0.019170781457802093,0.018035669397800654
51,qc23_vrp_3.nii.gz,0.4581861470757191,0.7136150234741784,1.4142135623730951,0.5547445255474452,0.02749493656447932,0.026233700942255495
52,qc24_wje_3.nii.gz,0.5528506502470788,0.8080469404861693,1.4142135623730951,0.6779184247538678,0.06999857703342212,0.08046683269787984
53,qc25_wsl_3.nii.gz,0.4414931628340929,0.7607655502392344,1.0,0.6138996138996139,0.02661207162892264,0.026107577380033112
54,qc25_wsl_4.nii.gz,1.297091340076285,0.3173076923076923,2.601064695568385,0.18857142857142858,0.007819660857787696,0.0184140400844678
55,qc3_amc_3.nii.gz,0.41733698397218966,0.6536585365853659,3.0,0.4855072463768116,0.03165701411781793,0.020053646393358767
56,qc4_bjk_3.nii.gz,0.4344887651767585,0.7080745341614907,1.0,0.5480769230769231,0.009459267166678664,0.010846626351124869
57,quicker_qc14_jc_3.nii.gz,0.9975715342402671,0.5581395348837209,2.23606797749979,0.3870967741935484,0.01967527570669162,0.023711229697807854
58,quicker_qc2_aom_3.nii.gz,0.46153846153846156,0.10441767068273092,7.543928459844663,0.05508474576271186,0.029765160684482195,0.0016396063088909684
59,quicker_qc2_aom_4.nii.gz,0.6718545768304209,0.6738197424892703,1.4142135623730951,0.5080906148867314,0.024972465320031674,0.033801114675598425
60,quicker_qc5_bnc_3.nii.gz,0.42564718844587734,0.7045454545454546,1.4142135623730951,0.543859649122807,0.015765445277797774,0.017531175148911126
